iter	Passed	Remaining
225	7399	25341
226	7430	25304
227	7468	25288
228	7505	25268
229	7548	25272
230	7577	25224
231	7612	25201
232	7639	25148
233	7668	25103
234	7697	25058
235	7727	25015
236	7757	24975
237	7783	24919
238	7814	24882
239	7841	24831
240	7873	24795
241	7903	24754
242	7931	24707
243	7957	24655
244	7987	24615
245	8025	24597
246	8058	24566
247	8082	24508
248	8111	24465
249	8142	24426
250	8174	24393
251	8207	24361
252	8236	24319
253	8263	24269
254	8290	24222
255	8322	24188
256	8353	24151
257	8383	24109
258	8409	24060
259	8438	24017
260	8468	23977
261	8495	23931
262	8524	23887
263	8552	23844
264	8580	23799
265	8611	23762
266	8643	23730
267	8675	23696
268	8711	23672
269	8747	23650
270	8776	23609
271	8810	23581
272	8836	23530
273	8865	23489
274	8891	23442
275	8925	23414
276	8958	23383
277	8990	23348
278	9018	23306
279	9055	23286
280	9086	23249
281	9116	23210
282	9146	23172
283	9178	23140
284	9213	23114
285	9244	23077
286	9270	23032
287	9298	22986
288	9328	22951
289	9362	22920
290	9393	22887
291	9432	22871
292	9464	22837
293	9492	22795
294	9521	22755
295	9553	22720
296	9585	22690
297	9614	22649
298	9643	22608
299	9681	22589
300	9717	22565
301	9758	22555
302	9789	22520
303	9818	22479
304	9847	22439
305	9876	22400
306	9908	22366
307	9940	22334
308	9977	22312
309	10017	22295
310	10066	22300
311	10111	22297
312	10152	22282
313	10191	22265
314	10224	22233
315	10259	22206
316	10294	22180
317	10325	22144
318	10364	22125
319	10390	22079
320	10416	22034
321	10442	21988
322	10480	21966
323	10503	21915
324	10530	21871
325	10557	21828
326	10587	21790
327	10632	21782
328	10670	21763
329	10707	21738
330	10739	21705
331	10770	21670
332	10801	21635
333	10838	21612
334	10872	21583
335	10904	21550
336	10939	21522
337	10983	21511
338	11024	21495
339	11053	21457
340	11080	21414
341	11116	21387
342	11141	21340
343	11173	21307
344	11209	21280
345	11234	21234
346	11261	21192
347	11292	21157
348	11322	21119
349	11355	21088
350	11390	21060
351	11425	21033
352	11459	21004
353	11501	20989
354	11544	20974
355	11574	20937
356	11604	20901
357	11638	20870
358	11662	20822
359	11689	20781
360	11718	20743
361	11749	20707
362	11785	20681
363	11818	20649
364	11847	20610
365	11875	20570
366	11904	20532
367	11936	20499
368	11964	20460
369	11996	20426
370	12024	20387
371	12052	20347
372	12084	20314
373	12116	20280
374	12142	20237
375	12172	20201
376	12205	20170
377	12234	20132
378	12261	20091
379	12294	20058
380	12327	20028
381	12361	19998
382	12396	19970
383	12427	19935
384	12451	19890
385	12482	19855
386	12508	19813
387	12538	19776
388	12572	19747
389	12599	19707
390	12626	19665
391	12656	19630
392	12687	19596
393	12721	19566
394	12751	19530
395	12784	19499
396	12815	19465
397	12843	19426
398	12870	19386
399	12899	19349
400	12934	19320
401	12972	19296
402	13007	19268
403	13032	19225
404	13068	19199
405	13103	19170
406	13132	19133
407	13163	19099
408	13196	19068
409	13231	19040
410	13264	19008
411	13289	18967
412	13322	18935
413	13350	18897
414	13377	18856
415	13417	18835
416	13460	18819
417	13495	18791
418	13520	18748
419	13545	18705
420	13569	18662
421	13595	18620
422	13621	18581
423	13647	18540
424	13681	18510
425	13709	18472
426	13747	18448
427	13784	18422
428	13813	18386
429	13845	18353
430	13875	18318
431	13908	18287
432	13939	18253
433	13970	18220
434	14000	18184
435	14035	18155
436	14071	18128
437	14098	18089
438	14130	18057
439	14161	18024
440	14188	17985
441	14221	17954
442	14262	17932
443	14291	17896
444	14326	17868
445	14372	17852
446	14409	17825
447	14443	17795
448	14471	17758
449	14505	17728
450	14542	17702
451	14575	17671
452	14605	17636
453	14642	17609
454	14669	17571
455	14698	17535
456	14735	17507
457	14762	17469
458	14789	17432
459	14815	17392
460	14843	17355
461	14874	17320
462	14914	17298
463	14948	17268
464	14984	17240
465	15011	17201
466	15037	17163
467	15075	17137
468	15099	17096
469	15135	17067
470	15165	17032
471	15207	17011
472	15245	16986
473	15284	16961
474	15315	16927
475	15345	16893
476	15380	16863
477	15412	16830
478	15443	16797
479	15476	16766
480	15508	16733
481	15545	16706
482	15575	16671
483	15606	16638
484	15634	16602
485	15665	16568
486	15700	16538
487	15738	16512
488	15773	16482
489	15806	16451
490	15833	16413
491	15867	16383
492	15896	16347
493	15931	16318
494	15963	16286
495	15993	16251
496	16023	16217
497	16057	16186
498	16088	16153
499	16118	16118
500	16160	16096
501	16198	16069
502	16232	16038
503	16261	16003
504	16294	15971
505	16329	15942
506	16362	15910
507	16393	15876
508	16425	15844
509	16476	15829
510	16520	15808
511	16551	15775
512	16580	15739
513	16617	15712
514	16646	15677
515	16684	15649
516	16714	15615
517	16742	15579
518	16771	15543
519	16804	15511
520	16843	15486
521	16882	15459
522	16918	15430
523	16952	15399
524	16988	15370
525	17021	15338
526	17052	15305
527	17085	15273
528	17118	15241
529	17150	15209
530	17184	15178
531	17216	15145
532	17254	15117
533	17289	15088
534	17324	15057
535	17356	15025
536	17389	14993
537	17424	14962
538	17455	14929
539	17487	14896
540	17523	14867
541	17559	14838
542	17597	14810
543	17638	14785
544	17676	14757
545	17711	14727
546	17747	14697
547	17782	14667
548	17816	14636
549	17844	14600
550	17876	14567
551	17905	14531
552	17937	14498
553	17969	14466
554	18004	14436
555	18041	14407
556	18074	14375
557	18105	14341
558	18140	14311
559	18172	14278
560	18207	14247
561	18240	14215
562	18274	14184
563	18308	14153
564	18347	14126
565	18393	14103
566	18426	14071
567	18455	14036
568	18485	14002
569	18517	13969
570	18545	13933
571	18576	13899
572	18607	13866
573	18635	13830
574	18670	13800
575	18701	13766
576	18738	13737
577	18769	13703
578	18800	13669
579	18832	13637
580	18868	13607
581	18915	13585
582	18953	13556
583	18984	13523
584	19015	13489
585	19046	13455
586	19081	13425
587	19112	13391
588	19144	13358
589	19178	13327
590	19211	13295
591	19241	13260
592	19270	13226
593	19306	13195
594	19341	13164
595	19375	13133
596	19403	13098
597	19434	13064
598	19468	13033
599	19505	13003
600	19539	12972
601	19571	12939
602	19604	12907
603	19668	12895
604	19721	12876
605	19768	12852
606	19803	12821
607	19832	12786
608	19863	12752
609	19898	12721
610	19930	12688
611	19959	12654
612	19986	12618
613	20022	12587
614	20055	12555
615	20088	12522
616	20129	12495
617	20163	12463
618	20196	12431
619	20235	12402
620	20269	12370
621	20301	12337
622	20331	12303
623	20362	12269
624	20401	12240
625	20433	12208
626	20467	12176
627	20500	12143
628	20533	12111
629	20566	12078
630	20600	12046
631	20634	12015
632	20672	11985
633	20710	11955
634	20745	11924
635	20775	11890
636	20810	11859
637	20846	11828
638	20895	11804
639	20929	11773
640	20968	11743
641	21002	11711
642	21034	11678
643	21070	11647
644	21103	11615
645	21162	11596
646	21225	11580
647	21264	11551
648	21300	11520
649	21333	11487
650	21364	11453
651	21401	11422
652	21434	11389
653	21468	11357
654	21501	11325
655	21537	11294
656	21567	11259
657	21599	11226
658	21628	11191
659	21669	11163
660	21699	11128
661	21728	11094
662	21775	11068
663	21815	11039
664	21855	11010
665	21889	10977
666	21928	10947
667	21961	10915
668	22002	10886
669	22037	10854
670	22071	10822
671	22112	10793
672	22153	10764
673	22187	10731
674	22221	10699
675	22254	10666
676	22290	10635
677	22334	10607
678	22397	10588
679	22438	10559
680	22474	10527
681	22508	10495
682	22545	10464
683	22582	10432
684	22616	10400
685	22646	10366
686	22678	10332
687	22707	10297
688	22742	10265
689	22775	10232
690	22809	10199
691	22845	10168
692	22885	10138
693	22922	10107
694	22957	10074
695	22989	10041
696	23028	10010
697	23060	9977
698	23097	9946
699	23136	9915
700	23170	9882
701	23201	9849
702	23233	9815
703	23263	9781
704	23296	9748
705	23331	9716
706	23368	9684
707	23404	9652
708	23444	9622
709	23480	9590
710	23516	9558
711	23551	9526
712	23585	9493
713	23618	9460
714	23657	9429
715	23695	9398
716	23732	9367
717	23765	9334
718	23804	9303
719	23842	9272
720	23877	9239
721	23913	9207
722	23947	9174
723	23978	9141
724	24014	9108
725	24048	9076
726	24087	9045
727	24125	9013
728	24156	8980
729	24195	8949
730	24230	8916
731	24264	8883
732	24301	8851
733	24330	8817
734	24368	8785
735	24398	8751
736	24432	8718
737	24467	8686
738	24500	8653
739	24534	8620
740	24569	8587
741	24603	8554
742	24639	8522
743	24676	8490
744	24709	8457
745	24745	8425
746	24779	8392
747	24816	8360
748	24849	8327
749	24882	8294
750	24919	8262
751	24954	8229
752	24988	8196
753	25023	8164
754	25058	8131
755	25098	8100
756	25131	8067
757	25164	8034
758	25194	7999
759	25223	7965
760	25250	7930
761	25280	7896
762	25312	7862
763	25337	7826
764	25372	7794
765	25403	7760
766	25436	7727
767	25473	7695
768	25505	7661
769	25539	7628
770	25579	7597
771	25656	7577
772	25697	7546
773	25730	7513
774	25764	7480
775	25793	7445
776	25826	7412
777	25857	7378
778	25894	7346
779	25932	7314
780	25966	7281
781	25996	7247
782	26028	7213
783	26069	7182
784	26102	7149
785	26145	7118
786	26185	7087
787	26217	7053
788	26258	7022
789	26288	6987
790	26321	6954
791	26350	6920
792	26380	6886
793	26417	6853
794	26447	6819
795	26474	6784
796	26506	6751
797	26540	6718
798	26573	6684
799	26609	6652
800	26646	6620
801	26678	6586
802	26704	6551
803	26733	6517
804	26772	6485
805	26806	6452
806	26841	6419
807	26871	6385
808	26901	6351
809	26930	6317
810	26970	6285
811	27003	6252
812	27036	6218
813	27066	6184
814	27102	6152
815	27136	6119
816	27168	6085
817	27200	6051
818	27232	6018
819	27259	5983
820	27285	5949
821	27321	5916
822	27361	5884
823	27397	5851
824	27436	5819
825	27470	5786
826	27501	5753
827	27529	5718
828	27561	5685
829	27592	5651
830	27638	5620
831	27675	5588
832	27709	5555
833	27741	5521
834	27841	5501
835	27872	5467
836	27900	5433
837	27928	5398
838	27956	5364
839	27982	5330
840	28008	5295
841	28037	5261
842	28073	5228
843	28152	5203
844	28204	5173
845	28251	5142
846	28290	5110
847	28320	5076
848	28353	5042
849	28384	5008
850	28425	4976
851	28457	4943
852	28490	4909
853	28521	4876
854	28556	4842
855	28599	4811
856	28644	4779
857	28691	4748
858	28717	4713
859	28753	4680
860	28780	4646
861	28808	4611
862	28836	4577
863	28862	4543
864	28886	4508
865	28912	4473
866	28939	4439
867	28973	4406
868	29008	4372
869	29039	4339
870	29069	4305
871	29102	4271
872	29131	4237
873	29171	4205
874	29206	4172
875	29237	4138
876	29273	4105
877	29309	4072
878	29340	4038
879	29373	4005
880	29411	3972
881	29449	3940
882	29485	3906
883	29523	3874
884	29556	3840
885	29596	3808
886	29626	3774
887	29664	3741
888	29697	3707
889	29727	3674
890	29758	3640
891	29789	3606
892	29817	3572
893	29852	3539
894	29897	3507
895	29928	3473
896	29962	3440
897	29997	3407
898	30034	3374
899	30069	3341
900	30106	3308
901	30130	3273
902	30162	3240
903	30196	3206
904	30235	3173
905	30267	3140
906	30305	3107
907	30337	3073
908	30368	3040
909	30399	3006
910	30429	2972
911	30464	2939
912	30496	2906
913	30531	2872
914	30569	2839
915	30603	2806
916	30636	2772
917	30673	2739
918	30706	2706
919	30741	2673
920	30773	2639
921	30806	2606
922	30837	2572
923	30869	2539
924	30898	2505
925	30940	2472
926	30971	2438
927	31007	2405
928	31039	2372
929	31068	2338
930	31111	2305
931	31145	2272
932	31178	2238
933	31215	2205
934	31250	2172
935	31284	2139
936	31313	2105
937	31343	2071
938	31381	2038
939	31422	2005
940	31484	1974
941	31534	1941
942	31564	1907
943	31601	1874
944	31635	1841
945	31663	1807
946	31691	1773
947	31715	1739
948	31751	1706
949	31786	1672
950	31823	1639
951	31863	1606
952	31900	1573
953	31931	1539
954	31966	1506
955	31999	1472
956	32030	1439
957	32057	1405
958	32087	1371
959	32114	1338
960	32137	1304
961	32170	1270
962	32196	1237
963	32220	1203
964	32247	1169
965	32287	1136
966	32322	1103
967	32356	1069
968	32385	1036
969	32418	1002
970	32454	969
971	32478	935
972	32507	902
973	32540	868
974	32569	835
975	32602	801
976	32641	768
977	32672	734
978	32710	701
979	32744	668
980	32774	634
981	32815	601
982	32849	568
983	32881	534
984	32916	501
985	32945	467
986	32974	434
987	33021	401
988	33058	367
989	33097	334
990	33136	300
991	33176	267
992	33212	234
993	33253	200
994	33281	167
995	33310	133
996	33343	100
997	33373	66
998	33407	33
999	33439	0
