iter	Logloss
429	0.4922702744
430	0.4922546264
431	0.492240349
432	0.4922184033
433	0.4922058634
434	0.4921910415
435	0.4921627648
436	0.4921453756
437	0.4921256934
438	0.4921133054
439	0.4920996801
440	0.4920858399
441	0.4920681803
442	0.4920533992
443	0.4920425449
444	0.4920201546
445	0.4920056624
446	0.4919952971
447	0.4919797639
448	0.4919637899
449	0.4919411292
450	0.4919135415
451	0.4918876097
452	0.4918699612
453	0.491844574
454	0.4918294113
455	0.4918062505
456	0.4917862904
457	0.4917650337
458	0.491749156
459	0.4917320188
460	0.4917198827
461	0.4917021379
462	0.4916869826
463	0.491673487
464	0.4916529342
465	0.491639646
466	0.491627095
467	0.491602193
468	0.4915950618
469	0.4915827923
470	0.4915684039
471	0.4915557714
472	0.4915343702
473	0.4915167403
474	0.4915028964
475	0.4914765052
476	0.4914585048
477	0.4914422789
478	0.4914299243
479	0.491407597
480	0.4913934012
481	0.4913822838
482	0.4913698032
483	0.4913602455
484	0.4913426748
485	0.491328153
486	0.4913118826
487	0.4912873511
488	0.4912689099
489	0.4912503909
490	0.4912315903
491	0.4912104967
492	0.4911890399
493	0.4911709025
494	0.491149731
495	0.4911341645
496	0.4911149379
497	0.4910988565
498	0.4910804894
499	0.4910658601
500	0.4910366053
501	0.4910197274
502	0.4910012047
503	0.4909901133
504	0.4909771066
505	0.4909646742
506	0.4909527418
507	0.4909395166
508	0.4909186082
509	0.4909102396
510	0.4908896497
511	0.4908768542
512	0.4908676855
513	0.4908533007
514	0.490844821
515	0.4908279061
516	0.4908090203
517	0.4907994515
518	0.4907888379
519	0.4907725009
520	0.4907660142
521	0.4907492845
522	0.4907275574
523	0.4907126132
524	0.4906892079
525	0.4906675956
526	0.4906552298
527	0.4906403339
528	0.490616747
529	0.4905993801
530	0.4905833802
531	0.4905684842
532	0.4905508654
533	0.490537592
534	0.4905296087
535	0.4905168243
536	0.4905030916
537	0.4904856172
538	0.490471314
539	0.4904434595
540	0.4904216805
541	0.4904036245
542	0.4903917959
543	0.4903808898
544	0.4903577919
545	0.4903373873
546	0.4903173198
547	0.4903067581
548	0.4902914843
549	0.4902798224
550	0.4902676974
551	0.490258788
552	0.4902429844
553	0.4902283107
554	0.4902156189
555	0.4901915208
556	0.4901746948
557	0.4901566129
558	0.4901422615
559	0.4901278138
560	0.49011294
561	0.4901055309
562	0.490087775
563	0.4900736792
564	0.4900559863
565	0.4900451357
566	0.4900272539
567	0.4900132026
568	0.4899986252
569	0.4899867114
570	0.4899730823
571	0.4899569861
572	0.4899398526
573	0.4899259087
574	0.4899074008
575	0.4898997731
576	0.4898834435
577	0.489869381
578	0.4898566226
579	0.4898438863
580	0.4898316984
581	0.4898100009
582	0.489791756
583	0.4897812869
584	0.4897731814
585	0.4897584002
586	0.4897446786
587	0.489727371
588	0.4897137753
589	0.4897037508
590	0.4896864358
591	0.4896743404
592	0.4896542544
593	0.4896401178
594	0.4896290894
595	0.489615553
596	0.4896043653
597	0.4895927737
598	0.4895783112
599	0.4895620075
600	0.4895487415
601	0.4895350718
602	0.4895129779
603	0.4894955702
604	0.4894735578
605	0.4894637593
606	0.4894472148
607	0.4894378571
608	0.4894263026
609	0.4894140628
610	0.4894041013
611	0.489393021
612	0.4893775249
613	0.4893635143
614	0.4893549679
615	0.4893396237
616	0.4893291657
617	0.489316574
618	0.489305164
619	0.4892945023
620	0.4892815253
621	0.4892599278
622	0.4892462025
623	0.4892240604
624	0.4892050746
625	0.4891772646
626	0.4891675957
627	0.489157286
628	0.4891456018
629	0.4891321136
630	0.4891107828
631	0.4891008176
632	0.4890863847
633	0.4890685621
634	0.4890530178
635	0.4890412115
636	0.4890243447
637	0.4890074482
638	0.4889853062
639	0.4889690247
640	0.4889507205
641	0.4889404627
642	0.4889314606
643	0.488913275
644	0.4889020354
645	0.4888937595
646	0.4888852168
647	0.4888749144
648	0.4888614855
649	0.4888495457
650	0.4888428034
651	0.4888211207
652	0.4888127633
653	0.4888006087
654	0.4887879354
655	0.4887686459
656	0.4887509567
657	0.4887302668
658	0.4887191087
659	0.4887004378
660	0.4886873348
661	0.4886726018
662	0.4886538902
663	0.4886385497
664	0.4886277583
665	0.4886179487
666	0.4885959585
667	0.4885814145
668	0.4885697377
669	0.488563014
670	0.4885495331
671	0.4885279727
672	0.4885204932
673	0.4885022483
674	0.4884831514
675	0.4884689704
676	0.4884520517
677	0.488445102
678	0.488432577
679	0.4884130725
680	0.488400014
681	0.4883847179
682	0.4883787388
683	0.4883687032
684	0.4883590973
685	0.4883515326
686	0.4883436753
687	0.4883288127
688	0.4883153318
689	0.4883045775
690	0.4882954569
691	0.4882862622
692	0.4882759266
693	0.4882590598
694	0.4882554812
695	0.488236651
696	0.488227397
697	0.488220577
698	0.4882036176
699	0.4881892624
700	0.4881768152
701	0.4881584369
702	0.4881487125
703	0.4881368135
704	0.4881276707
705	0.4881127525
706	0.4881060621
707	0.4880847572
708	0.4880743919
709	0.4880575807
710	0.4880356313
711	0.4880213058
712	0.4880152155
713	0.4880035499
714	0.487985005
715	0.4879713574
716	0.4879640817
717	0.4879556057
718	0.4879389945
719	0.4879265472
720	0.4879091581
721	0.487898163
722	0.4878863418
723	0.4878684563
724	0.4878500669
725	0.4878366009
726	0.4878236831
727	0.4878078758
728	0.4877975624
729	0.4877756093
730	0.4877650661
731	0.4877585017
732	0.487740379
733	0.487729973
734	0.4877173368
735	0.4877036077
736	0.4876925237
737	0.487675368
738	0.4876587827
739	0.4876408453
740	0.4876295353
741	0.4876127093
742	0.4876068932
743	0.4875973058
744	0.4875882037
745	0.4875805613
746	0.4875585266
747	0.4875534292
748	0.4875310945
749	0.4875223295
750	0.4875126977
751	0.4875032437
752	0.487491767
753	0.4874763709
754	0.4874599079
755	0.4874464641
756	0.4874336946
757	0.4874181021
758	0.4874077183
759	0.4873908071
760	0.4873821162
761	0.4873704839
762	0.4873540469
763	0.4873439668
764	0.4873298414
765	0.4873218395
766	0.4873006533
767	0.4872837865
768	0.4872732396
769	0.4872570396
770	0.487249123
771	0.4872346901
772	0.4872288481
773	0.4872228763
774	0.4872040758
775	0.4871852863
776	0.4871713498
777	0.4871637073
778	0.4871529271
779	0.4871436398
780	0.4871266285
781	0.4871144554
782	0.4870877049
783	0.4870746538
784	0.4870591354
785	0.487041876
786	0.4870276802
787	0.4870212602
788	0.48701088
789	0.4870054455
790	0.4869915275
791	0.4869828515
792	0.4869695929
793	0.4869575346
794	0.4869479287
795	0.4869327364
796	0.4869263942
797	0.4869094126
798	0.4868944499
799	0.4868845625
800	0.4868630909
801	0.4868457314
802	0.4868306317
803	0.4868220409
804	0.4868132055
805	0.4868009842
806	0.4867804611
807	0.4867674655
808	0.4867524065
809	0.4867449789
810	0.4867283159
811	0.4867147498
812	0.4867033547
813	0.4866970421
814	0.4866776747
815	0.4866585185
816	0.4866433558
817	0.4866327645
818	0.4866222177
819	0.4866165201
820	0.4866101224
821	0.4865998386
822	0.4865799748
823	0.4865667792
824	0.4865569659
825	0.4865450446
826	0.486537943
827	0.4865341718
828	0.4865217653
829	0.4865123817
830	0.4865005345
831	0.4864897284
832	0.4864720503
833	0.4864575359
834	0.4864428585
835	0.4864261991
836	0.4864040052
837	0.4863954551
838	0.4863900613
839	0.4863840525
840	0.4863697382
841	0.4863528788
842	0.4863453956
843	0.4863305404
844	0.4863120732
845	0.4862912611
846	0.4862804586
847	0.486260606
848	0.4862527746
849	0.4862434576
850	0.4862253202
851	0.4862169072
852	0.4861999514
853	0.4861904863
854	0.4861830513
855	0.4861657548
856	0.4861481434
857	0.4861378929
858	0.486129454
859	0.4861213966
860	0.4861027961
861	0.4860929234
862	0.4860741192
863	0.4860604309
864	0.4860478317
865	0.4860397521
866	0.486034262
867	0.486023441
868	0.4860152873
869	0.4860045589
870	0.4859992763
871	0.4859898741
872	0.4859776491
873	0.485966128
874	0.485948887
875	0.4859296308
876	0.4859116378
877	0.4858966159
878	0.4858796046
879	0.4858607596
880	0.4858528763
881	0.485842048
882	0.4858286005
883	0.4858150381
884	0.4857964932
885	0.4857882394
886	0.4857803488
887	0.4857632523
888	0.4857492232
889	0.4857364277
890	0.485725803
891	0.4857138596
892	0.4857022681
893	0.485692714
894	0.4856809299
895	0.48566829
896	0.485657632
897	0.4856442364
898	0.4856343378
899	0.4856262656
900	0.4856172117
901	0.4856089284
902	0.4856028307
903	0.4855915503
904	0.4855800996
905	0.4855722793
906	0.4855674745
907	0.4855471847
908	0.485536812
909	0.4855258873
910	0.4855089538
911	0.485497303
912	0.4854890678
913	0.4854826441
914	0.4854678482
915	0.4854626173
916	0.4854553194
917	0.4854387267
918	0.4854203151
919	0.4854064639
920	0.4853994067
921	0.4853894341
922	0.4853819398
923	0.4853638023
924	0.4853539445
925	0.4853475912
926	0.4853422641
927	0.485330091
928	0.4853195849
929	0.4853097715
930	0.4852986431
931	0.4852877406
932	0.4852795091
933	0.4852675619
934	0.4852553518
935	0.4852388295
936	0.4852249819
937	0.4852173394
938	0.4852089486
939	0.4851957345
940	0.4851869177
941	0.4851694137
942	0.4851591781
943	0.4851526877
944	0.4851412962
945	0.4851243146
946	0.485103884
947	0.4850953747
948	0.4850859392
949	0.4850767557
950	0.4850690465
951	0.485062708
952	0.4850504275
953	0.4850396324
954	0.4850335125
955	0.4850277408
956	0.4850144563
957	0.4850003976
958	0.4849837753
959	0.4849747621
960	0.4849710279
961	0.4849583658
962	0.4849443145
963	0.4849394763
964	0.4849278144
965	0.4849184308
966	0.4849038127
967	0.484898267
968	0.4848925286
969	0.4848790848
970	0.4848628738
971	0.4848525899
972	0.4848420727
973	0.4848301663
974	0.4848215273
975	0.4848033269
976	0.4847893348
977	0.4847759429
978	0.4847633512
979	0.4847579166
980	0.4847521857
981	0.48474541
982	0.4847350855
983	0.4847234458
984	0.4847102428
985	0.4847021447
986	0.4846912459
987	0.4846837145
988	0.4846687556
989	0.4846604908
990	0.4846384561
991	0.484624101
992	0.4846104349
993	0.4846019182
994	0.4845898969
995	0.4845793686
996	0.4845624944
997	0.4845570784
998	0.4845448719
999	0.484524245
