iter	Passed	Remaining
194	9290	38352
195	9347	38344
196	9401	38321
197	9442	38245
198	9480	38161
199	9518	38075
200	9561	38007
201	9600	37926
202	9643	37859
203	9682	37780
204	9720	37696
205	9771	37663
206	9825	37638
207	9865	37564
208	9903	37481
209	9962	37477
210	10023	37482
211	10067	37422
212	10107	37344
213	10148	37274
214	10186	37191
215	10227	37122
216	10277	37084
217	10349	37125
218	10400	37090
219	10460	37085
220	10512	37056
221	10563	37018
222	10608	36963
223	10647	36885
224	10686	36809
225	10728	36743
226	10764	36656
227	10809	36602
228	10849	36528
229	10887	36450
230	10926	36373
231	10963	36292
232	11001	36215
233	11038	36134
234	11077	36061
235	11118	35995
236	11158	35922
237	11195	35844
238	11233	35769
239	11270	35689
240	11307	35610
241	11345	35537
242	11382	35460
243	11419	35382
244	11469	35343
245	11525	35326
246	11576	35293
247	11635	35281
248	11683	35238
249	11731	35193
250	11774	35136
251	11819	35081
252	11860	35017
253	11898	34946
254	11938	34879
255	11982	34823
256	12030	34780
257	12104	34811
258	12174	34832
259	12215	34767
260	12254	34696
261	12298	34642
262	12339	34579
263	12379	34512
264	12419	34445
265	12461	34386
266	12512	34350
267	12564	34319
268	12610	34267
269	12664	34240
270	12736	34260
271	12838	34361
272	12889	34324
273	12935	34274
274	12982	34225
275	13032	34187
276	13094	34178
277	13138	34122
278	13184	34072
279	13229	34019
280	13277	33972
281	13321	33916
282	13366	33865
283	13412	33815
284	13458	33764
285	13507	33720
286	13552	33668
287	13599	33621
288	13653	33591
289	13706	33558
290	13766	33540
291	13824	33520
292	13886	33507
293	13946	33489
294	14003	33465
295	14044	33402
296	14084	33337
297	14121	33266
298	14168	33218
299	14241	33229
300	14298	33204
301	14342	33148
302	14382	33084
303	14422	33019
304	14459	32947
305	14499	32885
306	14538	32817
307	14575	32747
308	14614	32682
309	14650	32609
310	14701	32571
311	14753	32533
312	14823	32536
313	14870	32488
314	14930	32467
315	14988	32442
316	15048	32422
317	15114	32416
318	15177	32400
319	15236	32378
320	15290	32344
321	15343	32306
322	15393	32264
323	15450	32236
324	15500	32194
325	15547	32144
326	15601	32109
327	15654	32072
328	15701	32022
329	15739	31956
330	15780	31895
331	15826	31843
332	15876	31801
333	15928	31761
334	15976	31714
335	16019	31658
336	16060	31597
337	16102	31537
338	16140	31471
339	16185	31419
340	16238	31381
341	16296	31353
342	16391	31397
343	16459	31387
344	16518	31362
345	16557	31297
346	16599	31237
347	16640	31176
348	16701	31153
349	16755	31117
350	16806	31074
351	16851	31022
352	16902	30979
353	16955	30941
354	17007	30900
355	17063	30868
356	17102	30804
357	17142	30741
358	17183	30681
359	17221	30615
360	17258	30548
361	17295	30481
362	17347	30441
363	17395	30394
364	17449	30356
365	17499	30313
366	17549	30269
367	17588	30206
368	17632	30151
369	17691	30123
370	17752	30097
371	17868	30164
372	17913	30111
373	17953	30050
374	18033	30056
375	18077	30000
376	18114	29934
377	18153	29871
378	18192	29808
379	18230	29744
380	18268	29679
381	18324	29645
382	18393	29631
383	18461	29616
384	18535	29607
385	18621	29620
386	18679	29588
387	18742	29562
388	18809	29544
389	18873	29519
390	18932	29488
391	18990	29454
392	19041	29409
393	19103	29382
394	19156	29341
395	19211	29302
396	19266	29263
397	19318	29219
398	19371	29178
399	19424	29137
400	19488	29111
401	19546	29076
402	19633	29085
403	19725	29100
404	19798	29087
405	19859	29055
406	19912	29012
407	19964	28968
408	20018	28926
409	20071	28882
410	20126	28843
411	20189	28813
412	20249	28780
413	20312	28752
414	20369	28713
415	20423	28671
416	20490	28646
417	20546	28608
418	20591	28552
419	20644	28509
420	20696	28464
421	20736	28401
422	20782	28349
423	20840	28311
424	20911	28292
425	20971	28257
426	21017	28203
427	21055	28139
428	21093	28075
429	21132	28012
430	21169	27947
431	21207	27884
432	21246	27821
433	21297	27775
434	21345	27725
435	21401	27684
436	21456	27642
437	21513	27604
438	21573	27568
439	21638	27539
440	21699	27506
441	21757	27467
442	21798	27407
443	21840	27349
444	21902	27316
445	21951	27267
446	22022	27245
447	22094	27223
448	22140	27170
449	22180	27109
450	22220	27048
451	22265	26995
452	22304	26932
453	22343	26871
454	22402	26833
455	22456	26790
456	22515	26752
457	22575	26716
458	22654	26701
459	22714	26665
460	22768	26620
461	22821	26575
462	22878	26535
463	22933	26491
464	22992	26453
465	23051	26414
466	23114	26381
467	23180	26350
468	23243	26316
469	23308	26284
470	23367	26244
471	23428	26208
472	23488	26169
473	23542	26125
474	23606	26091
475	23676	26064
476	23733	26022
477	23787	25976
478	23838	25929
479	23893	25884
480	23931	25822
481	23972	25762
482	24024	25715
483	24080	25672
484	24132	25625
485	24179	25572
486	24218	25511
487	24258	25452
488	24378	25475
489	24512	25513
490	24575	25476
491	24633	25434
492	24697	25398
493	24774	25376
494	24854	25357
495	24919	25321
496	24984	25286
497	25047	25248
498	25218	25319
499	25293	25293
500	25358	25257
501	25424	25221
502	25487	25183
503	25544	25139
504	25612	25105
505	25676	25067
506	25741	25030
507	25798	24985
508	25868	24953
509	25931	24914
510	25979	24860
511	26027	24807
512	26087	24764
513	26147	24722
514	26198	24672
515	26269	24640
516	26319	24588
517	26375	24542
518	26448	24512
519	26501	24463
520	26555	24415
521	26614	24370
522	26664	24319
523	26715	24268
524	26787	24236
525	26891	24233
526	26972	24208
527	27032	24165
528	27091	24120
529	27148	24075
530	27202	24026
531	27261	23981
532	27317	23934
533	27375	23889
534	27432	23842
535	27497	23804
536	27554	23757
537	27603	23703
538	27649	23648
539	27688	23586
540	27729	23526
541	27770	23466
542	27809	23405
543	27850	23345
544	27889	23283
545	27934	23227
546	27986	23177
547	28042	23129
548	28092	23077
549	28132	23017
550	28174	22958
551	28212	22897
552	28250	22835
553	28288	22774
554	28333	22718
555	28390	22671
556	28445	22623
557	28493	22569
558	28530	22508
559	28576	22453
560	28619	22395
561	28676	22349
562	28718	22291
563	28757	22230
564	28797	22171
565	28839	22113
566	28879	22054
567	28919	21995
568	28957	21934
569	28997	21875
570	29060	21833
571	29124	21792
572	29184	21748
573	29250	21708
574	29296	21653
575	29351	21606
576	29406	21557
577	29449	21500
578	29495	21446
579	29551	21399
580	29609	21353
581	29655	21298
582	29694	21239
583	29729	21177
584	29769	21118
585	29808	21059
586	29847	20999
587	29892	20944
588	29943	20894
589	29993	20843
590	30044	20792
591	30096	20742
592	30148	20692
593	30196	20639
594	30245	20587
595	30297	20537
596	30358	20493
597	30423	20451
598	30481	20405
599	30531	20354
600	30588	20307
601	30640	20257
602	30702	20213
603	30764	20170
604	30825	20126
605	30875	20074
606	30922	20020
607	30975	19970
608	31036	19926
609	31081	19871
610	31147	19830
611	31224	19795
612	31266	19739
613	31305	19680
614	31348	19624
615	31386	19565
616	31425	19507
617	31471	19453
618	31528	19405
619	31591	19362
620	31645	19313
621	31693	19260
622	31743	19208
623	31793	19157
624	31831	19099
625	31869	19040
626	31909	18982
627	31948	18925
628	31986	18866
629	32023	18807
630	32062	18749
631	32102	18692
632	32139	18633
633	32182	18578
634	32219	18520
635	32258	18462
636	32300	18406
637	32338	18349
638	32379	18292
639	32416	18234
640	32452	18175
641	32526	18137
642	32595	18097
643	32673	18061
644	32729	18014
645	32786	17966
646	32830	17912
647	32870	17855
648	32913	17800
649	32950	17742
650	32988	17685
651	33028	17628
652	33066	17571
653	33113	17518
654	33174	17473
655	33213	17416
656	33266	17367
657	33322	17319
658	33371	17268
659	33410	17211
660	33451	17155
661	33490	17099
662	33541	17049
663	33609	17007
664	33664	16958
665	33712	16906
666	33751	16850
667	33788	16793
668	33835	16740
669	33892	16693
670	33947	16644
671	33997	16594
672	34037	16538
673	34076	16482
674	34118	16427
675	34158	16371
676	34198	16316
677	34236	16259
678	34276	16204
679	34315	16148
680	34357	16093
681	34397	16038
682	34436	15982
683	34472	15925
684	34510	15869
685	34556	15817
686	34594	15761
687	34630	15704
688	34668	15648
689	34709	15594
690	34761	15544
691	34816	15496
692	34869	15447
693	34911	15393
694	34947	15336
695	34987	15281
696	35048	15236
697	35105	15188
698	35171	15145
699	35235	15100
700	35281	15048
701	35337	15000
702	35456	14979
703	35536	14941
704	35594	14893
705	35640	14841
706	35692	14791
707	35737	14739
708	35776	14683
709	35817	14629
710	35856	14574
711	35924	14531
712	35983	14484
713	36034	14434
714	36079	14381
715	36126	14329
716	36168	14275
717	36221	14226
718	36282	14180
719	36359	14139
720	36415	14091
721	36471	14043
722	36520	13991
723	36570	13941
724	36615	13888
725	36663	13837
726	36710	13785
727	36757	13733
728	36809	13683
729	36856	13631
730	36904	13580
731	36953	13529
732	37002	13478
733	37050	13427
734	37100	13376
735	37136	13320
736	37175	13266
737	37213	13211
738	37251	13156
739	37290	13101
740	37326	13046
741	37366	12992
742	37432	12947
743	37495	12901
744	37604	12871
745	37659	12822
746	37705	12770
747	37744	12715
748	37783	12661
749	37829	12609
750	37890	12562
751	37973	12523
752	38021	12471
753	38062	12418
754	38101	12363
755	38146	12311
756	38220	12269
757	38269	12217
758	38315	12166
759	38366	12115
760	38421	12066
761	38467	12014
762	38516	11963
763	38586	11919
764	38652	11873
765	38753	11838
766	38816	11791
767	38879	11744
768	38974	11707
769	39069	11670
770	39115	11617
771	39161	11565
772	39203	11512
773	39250	11460
774	39299	11409
775	39352	11359
776	39410	11310
777	39467	11261
778	39521	11212
779	39568	11160
780	39610	11107
781	39651	11053
782	39695	11001
783	39754	10952
784	39811	10903
785	39865	10853
786	39923	10805
787	39980	10756
788	40032	10705
789	40085	10655
790	40145	10607
791	40214	10561
792	40268	10511
793	40319	10460
794	40362	10408
795	40400	10353
796	40437	10299
797	40478	10246
798	40526	10194
799	40580	10145
800	40624	10092
801	40668	10040
802	40713	9988
803	40765	9937
804	40813	9886
805	40859	9834
806	40901	9781
807	40941	9728
808	40980	9675
809	41018	9621
810	41071	9571
811	41120	9520
812	41174	9470
813	41219	9418
814	41265	9366
815	41307	9314
816	41362	9264
817	41413	9214
818	41450	9160
819	41488	9107
820	41535	9055
821	41573	9002
822	41610	8949
823	41647	8895
824	41698	8845
825	41746	8794
826	41796	8743
827	41849	8693
828	41904	8643
829	41958	8593
830	42000	8541
831	42044	8489
832	42091	8438
833	42143	8388
834	42205	8339
835	42261	8290
836	42321	8241
837	42423	8201
838	42478	8151
839	42529	8100
840	42572	8048
841	42613	7996
842	42652	7943
843	42706	7893
844	42754	7842
845	42792	7789
846	42830	7736
847	42871	7684
848	42911	7632
849	42950	7579
850	42991	7527
851	43029	7474
852	43067	7421
853	43108	7369
854	43155	7318
855	43218	7270
856	43280	7221
857	43332	7171
858	43371	7119
859	43415	7067
860	43468	7017
861	43529	6968
862	43584	6919
863	43624	6866
864	43661	6814
865	43699	6761
866	43739	6709
867	43778	6657
868	43815	6605
869	43851	6552
870	43891	6500
871	43927	6448
872	43986	6398
873	44040	6349
874	44090	6298
875	44130	6246
876	44168	6194
877	44207	6142
878	44257	6092
879	44310	6042
880	44358	5991
881	44407	5941
882	44451	5889
883	44502	5839
884	44551	5789
885	44615	5740
886	44669	5690
887	44722	5640
888	44773	5590
889	44821	5539
890	44864	5488
891	44909	5437
892	44949	5385
893	44988	5334
894	45028	5282
895	45064	5230
896	45102	5179
897	45143	5127
898	45191	5077
899	45237	5026
900	45282	4975
901	45330	4925
902	45372	4873
903	45435	4824
904	45494	4775
905	45547	4725
906	45585	4674
907	45630	4623
908	45685	4573
909	45748	4524
910	45820	4476
911	45880	4427
912	45934	4377
913	45988	4327
914	46044	4277
915	46186	4235
916	46282	4189
917	46345	4139
918	46401	4089
919	46446	4038
920	46500	3988
921	46551	3938
922	46612	3888
923	46664	3838
924	46734	3789
925	46781	3738
926	46826	3687
927	46876	3636
928	46930	3586
929	46990	3536
930	47070	3488
931	47147	3439
932	47208	3390
933	47263	3339
934	47310	3288
935	47372	3239
936	47420	3188
937	47474	3137
938	47524	3087
939	47584	3037
940	47648	2987
941	47714	2937
942	47782	2888
943	47840	2838
944	47891	2787
945	47933	2736
946	47976	2685
947	48019	2634
948	48062	2582
949	48104	2531
950	48148	2480
951	48199	2430
952	48266	2380
953	48379	2332
954	48455	2283
955	48524	2233
956	48583	2182
957	48638	2132
958	48683	2081
959	48731	2030
960	48791	1980
961	48830	1928
962	48871	1877
963	48910	1826
964	49036	1778
965	49148	1729
966	49208	1679
967	49253	1628
968	49292	1576
969	49330	1525
970	49371	1474
971	49427	1423
972	49509	1373
973	49579	1323
974	49626	1272
975	49666	1221
976	49708	1170
977	49747	1119
978	49787	1067
979	49828	1016
980	49885	966
981	49940	915
982	49987	864
983	50027	813
984	50063	762
985	50100	711
986	50138	660
987	50179	609
988	50218	558
989	50256	507
990	50294	456
991	50333	405
992	50370	355
993	50424	304
994	50482	253
995	50529	202
996	50575	152
997	50641	101
998	50707	50
999	50766	0
